ID_Pedido,Data_Compra,Cliente_ID,Produto,Categoria,Quantidade,Preco_Unitario,Total_Venda,Status_Entrega,Metodo_Pagamento,Avaliacao,Review_Texto,Sentimento,Fidelidade_Meses,Tipo_Contrato,Servico_Entrega,Fatura_Mensal,Churn,Estado,Idade,Genero,Mes_Compra,Ano_Compra,Valor_Medio_Pedido,Review_Limpo,Sentimento_Num
10691,2023-09-27,42,Fone Sony WH-1000XM5,Eletrônicos,1,2188.94,2188.94,Entregue,Cartão Crédito,2.0,"Atendimento péssimo, não resolveram meu problema.",negativo,12,Anual,Normal,175.3,Sim,RS,43,M,9,2023,2678.4525,atendimento pessimo nao resolveram meu problema,0
10692,2023-11-27,339,Webcam Logitech C920,Informática,1,591.92,591.92,Pendente,PIX,,,negativo,12,Dois anos,Normal,74.42,Não,MG,22,F,11,2023,4510.978888888889,,0
10693,2023-08-27,311,SSD 1TB Kingston,Informática,1,538.28,538.28,Entregue,Cartão Crédito,2.0,Não é compatível com meu sistema operacional.,negativo,1,Anual,Normal,110.7,Sim,DF,59,M,8,2023,3212.337777777778,nao e compativel com meu sistema operacional,0
10694,2023-07-05,140,Nintendo Switch,Eletrônicos,3,2364.95,7094.849999999999,Entregue,Cartão Crédito,3.0,Assistência técnica não atendeu minhas expectativas.,negativo,12,Dois anos,Normal,89.01,Não,BA,52,F,7,2023,3750.893333333333,assistencia tecnica nao atendeu minhas expectativas,0
10695,2023-05-16,263,iPad Air,Eletrônicos,1,6257.02,6257.02,Entregue,Cartão Crédito,1.0,Preço não condiz com a qualidade oferecida.,negativo,18,Dois anos,Normal,71.46,Não,BA,50,M,5,2023,12316.82,preco nao condiz com a qualidade oferecida,0
10696,2023-08-16,221,iPad Air,Eletrônicos,1,6542.35,6542.35,Pendente,Cartão Crédito,,,negativo,6,Mensal,Economico,152.92,Não,PR,37,F,8,2023,6758.608333333334,,0
10697,2023-05-19,348,Ar Condicionado 9000BTU,Eletrodomésticos,2,2481.81,4963.62,Entregue,Cartão Crédito,4.0,Capacidade perfeita para minha família. Com certeza compraria novamente.,positivo,6,Mensal,Normal,136.44,Não,SP,58,M,5,2023,1844.748,capacidade perfeita para minha familia com certeza compraria novamente,1
10698,2023-01-04,250,Roteador TP-Link Archer,Informática,2,448.18,896.36,Entregue,Cartão Crédito,4.0,Qualidade superior ao esperado. Entrega dentro do prazo.,positivo,24,Dois anos,Normal,93.08,Não,RJ,38,F,1,2023,4529.3983333333335,qualidade superior ao esperado entrega dentro do prazo,1
10699,2023-08-01,158,Samsung Galaxy S23,Eletrônicos,1,5857.3,5857.3,Entregue,Cartão Crédito,5.0,Melhor custo-benefício do mercado. Recomendo muito!,positivo,1,Anual,Expresso,102.15,Sim,BA,27,M,8,2023,6344.372,melhor custobeneficio do mercado recomendo muito,1
10700,2023-03-14,203,Máquina de Lavar Samsung,Eletrodomésticos,1,3182.45,3182.45,Entregue,Cartão Débito,2.0,Produto chegou amassado/arranhado. Recomendo muito!,negativo,6,Mensal,Normal,243.14,Não,SC,63,F,3,2023,4776.514999999999,produto chegou amassadoarranhado recomendo muito,0
10701,2023-04-16,4,Nintendo Switch,Eletrônicos,1,2195.05,2195.05,Entregue,Cartão Crédito,3.0,"Atendimento péssimo, não resolveram meu problema. Atendimento correto.",negativo,48,Anual,Expresso,148.51,Não,RS,69,F,4,2023,4196.70875,atendimento pessimo nao resolveram meu problema atendimento correto,0
10703,2023-05-22,71,Mesa de Jantar 6 Lugares,Móveis,1,1682.94,1682.94,Entregue,Cartão Crédito,1.0,Montagem extremamente complicada. Chegou bem embalado.,negativo,12,Anual,Economico,128.27,Não,MG,18,M,5,2023,5354.058333333333,montagem extremamente complicada chegou bem embalado,0
10704,2023-06-01,149,Teclado Mecânico Logitech,Informática,1,623.58,623.58,Entregue,PIX,2.0,Veio com peças faltando na embalagem. Excelente!,negativo,24,Anual,Expresso,190.72,Não,RJ,28,F,6,2023,3990.262,veio com pecas faltando na embalagem excelente,0
10705,2023-08-12,4,Impressora Multifuncional,Informática,2,1010.25,2020.5,Entregue,Cartão Crédito,4.0,Compatível com todos os sistemas que testei. Entrega dentro do prazo.,positivo,48,Anual,Expresso,148.51,Não,RS,69,F,8,2023,4196.70875,compativel com todos os sistemas que testei entrega dentro do prazo,1
10706,2023-01-16,221,PlayStation 5,Eletrônicos,1,4586.46,4586.46,Entregue,Cartão Crédito,3.0,Assistência técnica não atendeu minhas expectativas. Entrega dentro do prazo.,negativo,6,Mensal,Economico,152.92,Não,PR,37,F,1,2023,6758.608333333334,assistencia tecnica nao atendeu minhas expectativas entrega dentro do prazo,0
10707,2023-11-03,195,Geladeira Brastemp,Eletrodomésticos,2,4349.33,8698.66,Pendente,PIX,,,negativo,18,Anual,Expresso,116.91,Sim,RJ,25,F,11,2023,3455.722727272727,,0
10708,2023-09-12,118,Roteador TP-Link Archer,Informática,2,389.64,779.28,Entregue,PIX,5.0,Fácil instalação e configuração.,positivo,6,Mensal,Normal,155.0,Sim,BA,25,M,9,2023,1843.628,facil instalacao e configuracao,1
10709,2024-04-07,427,Ar Condicionado 9000BTU,Eletrodomésticos,3,2180.73,6542.1900000000005,Entregue,Cartão Crédito,1.0,Assistência técnica demorada. Excelente!,negativo,24,Dois anos,Normal,181.51,Sim,BA,45,M,4,2024,3991.6075,assistencia tecnica demorada excelente,0
10710,2023-09-03,182,Notebook Dell Inspiron,Eletrônicos,1,4032.25,4032.25,Entregue,Cartão Crédito,4.0,"Tecnologia de ponta, não me arrependi.",positivo,12,Anual,Expresso,142.72,Não,RS,19,F,9,2023,2615.3925,tecnologia de ponta nao me arrependi,1
10711,2023-03-29,442,Cama Box Casal,Móveis,1,1636.26,1636.26,Entregue,Cartão Crédito,1.0,Qualidade do material muito baixa. Entrega dentro do prazo.,negativo,18,Dois anos,Normal,118.11,Não,SP,66,F,3,2023,4945.363333333334,qualidade do material muito baixa entrega dentro do prazo,0
10712,2023-03-14,224,iPhone 15 Pro,Eletrônicos,1,9373.45,9373.45,Entregue,Cartão Crédito,1.0,"Produto de baixa qualidade, não recomendo.",negativo,6,Mensal,Normal,140.44,Não,MG,39,F,3,2023,7425.6875,produto de baixa qualidade nao recomendo,0
10713,2024-06-03,472,Notebook Dell Inspiron,Eletrônicos,3,3857.92,11573.76,Entregue,PIX,1.0,"Produto veio com defeito, estou muito decepcionado. Recomendo muito!",negativo,6,Mensal,Normal,168.53,Sim,RS,43,F,6,2024,4354.683333333333,produto veio com defeito estou muito decepcionado recomendo muito,0
10714,2023-05-11,161,Fogão 5 Bocas Electrolux,Eletrodomésticos,1,1924.94,1924.94,Pendente,Cartão Crédito,,,negativo,24,Dois anos,Normal,150.51,Não,RS,24,M,5,2023,1944.7238461538461,,0
10715,2023-12-27,294,"Monitor 27"" Samsung",Informática,2,1873.72,3747.44,Entregue,PIX,1.0,Funcionalidades limitadas pelo preço cobrado.,negativo,12,Dois anos,Normal,131.43,Sim,DF,51,M,12,2023,5307.9400000000005,funcionalidades limitadas pelo preco cobrado,0
10718,2023-11-25,495,Teclado Mecânico Logitech,Informática,1,764.13,764.13,Entregue,Cartão Crédito,3.0,Não corresponde às especificações técnicas. Recomendo muito!,negativo,3,Mensal,Normal,128.95,Não,PR,60,M,11,2023,4801.111428571428,nao corresponde as especificacoes tecnicas recomendo muito,0
10719,2024-04-13,411,Máquina de Lavar Samsung,Eletrodomésticos,1,2840.2,2840.2,Pendente,Cartão Crédito,,,negativo,6,Mensal,Economico,151.31,Sim,SC,22,F,4,2024,4511.75625,,0
10720,2023-02-21,426,Sofá 3 Lugares,Móveis,1,2755.26,2755.26,Entregue,Cartão Crédito,3.0,Produto instável após montagem.,negativo,6,Anual,Economico,97.41,Não,RJ,38,M,2,2023,3270.528888888889,produto instavel apos montagem,0
10722,2023-07-15,55,Smartwatch Apple Watch,Eletrônicos,1,3859.21,3859.21,Entregue,Cartão Débito,2.0,Assistência técnica não atendeu minhas expectativas.,negativo,6,Anual,Normal,111.87,Não,DF,69,F,7,2023,6765.575999999999,assistencia tecnica nao atendeu minhas expectativas,0
10723,2023-12-22,302,"Monitor 27"" Samsung",Informática,2,1947.87,3895.74,Entregue,Cartão Crédito,4.0,Qualidade superior ao esperado. Excelente!,positivo,12,Anual,Normal,109.52,Não,RS,21,F,12,2023,3856.0074999999997,qualidade superior ao esperado excelente,1
10724,2024-02-06,41,"Monitor 27"" Samsung",Informática,1,2182.03,2182.03,Entregue,PIX,1.0,Software apresenta bugs constantes. Recomendo muito!,negativo,18,Anual,Normal,191.67,Não,RS,33,F,2,2024,33796.655999999995,software apresenta bugs constantes recomendo muito,0
10725,2023-09-25,159,Cama Box Casal,Móveis,1,1950.74,1950.74,Entregue,Cartão Crédito,2.0,Chegou com arranhões e amassados. Atendimento correto.,negativo,24,Anual,Expresso,143.11,Sim,RS,67,F,9,2023,3265.226666666667,chegou com arranhoes e amassados atendimento correto,0
10726,2024-05-25,114,Teclado Mecânico Logitech,Informática,3,675.35,2026.0500000000002,Entregue,Cartão Crédito,1.0,Funcionalidades limitadas pelo preço cobrado. Recomendo muito!,negativo,12,Anual,Normal,71.12,Sim,MG,49,M,5,2024,2272.4700000000003,funcionalidades limitadas pelo preco cobrado recomendo muito,0
10727,2023-07-28,87,Notebook Del Inspiron,Eletrônicos,2,4283.24,8566.48,Entregue,Cartão Crédito,3.0,Assistência técnica não atendeu minhas expectativas.,negativo,3,Mensal,Normal,124.14,Sim,SP,30,F,7,2023,3768.69,assistencia tecnica nao atendeu minhas expectativas,0
10728,2023-05-27,325,iPad Air,Eletrônicos,2,5969.84,11939.68,Entregue,Cartão Crédito,1.0,"Péssima experiência, vou pedir reembolso.",negativo,6,Mensal,Normal,194.41,Não,RJ,65,M,5,2023,4418.928571428572,pessima experiencia vou pedir reembolso,0
10729,2024-01-21,262,Nintendo Switch,Eletrônicos,3,2310.13,6930.39,Entregue,PIX,2.0,Demorou muito para entregar e veio danificado. Excelente!,negativo,24,Anual,Expresso,156.25,Sim,PR,29,F,1,2024,5182.456666666667,demorou muito para entregar e veio danificado excelente,0
10730,2023-06-21,179,Mouse Gamer Razer,Informática,2,490.48,980.96,Entregue,Cartão Crédito,3.0,Veio com peças faltando na embalagem. Chegou bem embalado.,negativo,18,Anual,Normal,92.0,Não,SP,20,M,6,2023,1142.318,veio com pecas faltando na embalagem chegou bem embalado,0
10731,2023-03-13,491,Estante de Livros,Móveis,2,898.34,1796.68,Entregue,Cartão Crédito,1.0,Qualidade do material muito baixa.,negativo,24,Dois anos,Expresso,72.44,Não,RJ,37,M,3,2023,5883.522857142858,qualidade do material muito baixa,0
10732,2023-11-24,418,"Smart TV 55"" LG",Eletrônicos,1,3232.13,3232.13,Entregue,Cartão Crédito,2.0,Demorou muito para entregar e veio danificado. Com certeza compraria novamente.,negativo,6,Anual,Normal,159.0,Não,RJ,53,F,11,2023,2953.19,demorou muito para entregar e veio danificado com certeza compraria novamente,0
10733,2023-04-03,53,"Smart TV 55"" LG",Eletrônicos,1,2984.89,2984.89,Entregue,Cartão Crédito,1.0,"Produto veio com defeito, estou muito decepcionado. Com certeza compraria novamente.",negativo,60,Anual,Normal,99.92,Não,PR,29,M,4,2023,6303.431111111111,produto veio com defeito estou muito decepcionado com certeza compraria novamente,0
10734,2023-12-12,102,PlayStation 5,Eletrônicos,2,4714.54,9429.08,Entregue,Cartão Débito,5.0,"Chegou antes do prazo, muito feliz com a aquisição. Excelente!",positivo,12,Dois anos,Normal,128.59,Não,SP,54,F,12,2023,4956.463333333333,chegou antes do prazo muito feliz com a aquisicao excelente,1
10735,2023-07-13,79,Mesa de Jantar 6 Lugares,Móveis,3,1670.98,5012.9400000000005,Entregue,Cartão Débito,3.0,Cor diferente do anunciado.,negativo,12,Dois anos,Normal,128.07,Não,MG,64,M,7,2023,4448.94,cor diferente do anunciado,0
10736,2023-01-15,336,Notebook Dell Inspiron,Eletrônicos,1,3703.9,3703.9,Cancelado,Cartão Crédito,,,negativo,1,Anual,Economico,108.25,Não,RS,61,F,1,2023,3017.5924999999997,,0
10737,2023-01-28,488,Mesa de Jantar 6 Lugares,Móveis,2,1577.01,3154.02,Entregue,Cartão Crédito,5.0,Perfeito para o espaço que eu precisava. Atendimento correto.,positivo,6,Anual,Economico,160.34,Não,MG,55,M,1,2023,5936.481428571428,perfeito para o espaco que eu precisava atendimento correto,1
10738,2023-07-29,253,SSD 1TB Kingston,Informática,3,523.03,1569.09,Entregue,Boleto,4.0,Qualidade superior ao esperado. Atendimento correto.,positivo,3,Mensal,Normal,162.35,Sim,DF,20,M,7,2023,3314.2940000000003,qualidade superior ao esperado atendimento correto,1
10739,2023-02-22,289,Mesa de Jantar 6 Lugares,Móveis,2,1839.04,3678.08,Cancelado,Cartão Crédito,,,negativo,36,Anual,Expresso,120.98,Não,SP,37,F,2,2023,15973.94625,,0
10740,2023-12-01,230,Ar Condicionado 9000BTU,Eletrodomésticos,2,1914.21,3828.42,Entregue,Cartão Crédito,5.0,"Funciona silenciosamente, não atrapalha. Com certeza compraria novamente.",positivo,6,Mensal,Normal,152.16,Sim,SC,19,F,12,2023,3143.656,funciona silenciosamente nao atrapalha com certeza compraria novamente,1
10741,2023-10-22,330,Micro-ondas Panasonic,Eletrodomésticos,2,853.65,1707.3,Entregue,Cartão Crédito,3.0,Dimensões diferentes do anunciado. Recomendo muito!,negativo,60,Anual,Normal,129.9,Sim,PR,40,M,10,2023,1921.5966666666666,dimensoes diferentes do anunciado recomendo muito,0
10742,2024-04-07,166,Micro-ondas Panasonic,Eletrodomésticos,1,717.94,717.94,Entregue,Cartão Crédito,1.0,Produto chegou amassado/arranhado. Atendimento correto.,negativo,3,Anual,Normal,103.0,Não,RS,33,F,4,2024,1752.1440000000002,produto chegou amassadoarranhado atendimento correto,0
10743,2024-01-16,78,SSD 1TB Kingston,Informática,1,510.68,510.68,Entregue,Cartão Crédito,4.0,Compatível com todos os sistemas que testei. Chegou bem embalado.,positivo,24,Dois anos,Expresso,142.96,Não,RJ,34,M,1,2024,2234.5099999999998,compativel com todos os sistemas que testei chegou bem embalado,1
10744,2024-10-03,241,SSD 1TB Kingston,Informática,2,486.41,972.82,Entregue,Cartão Crédito,1.0,Não corresponde às especificações técnicas. Atendimento correto.,negativo,18,Dois anos,Economico,132.54,Sim,DF,62,M,10,2024,1931.2983333333332,nao corresponde as especificacoes tecnicas atendimento correto,0
10745,2024-04-10,156,Cadeira Gamer,Móveis,1,1215.23,1215.23,Entregue,Cartão Débito,2.0,Conforto abaixo do esperado. Excelente!,negativo,1,Anual,Expresso,134.42,Não,RJ,53,F,4,2024,2786.82,conforto abaixo do esperado excelente,0
10746,2023-11-09,303,Samsung Galaxy S23,Eletrônicos,1,4818.93,4818.93,Cancelado,Cartão Débito,,,negativo,24,Anual,Normal,157.16,Sim,RS,52,M,11,2023,4437.9075,,0
10747,2023-05-11,260,Notebook Dell Inspiron,Eletrônicos,1,4501.4,4501.4,Entregue,Cartão Crédito,2.0,"Produto de baixa qualidade, não recomendo.",negativo,6,Mensal,Expresso,79.57,Não,RS,46,F,5,2023,2582.4116666666664,produto de baixa qualidade nao recomendo,0
10748,2024-04-24,237,SSD 1TB Kingston,Informática,1,518.49,518.49,Entregue,PIX,5.0,Design moderno e funcionalidades excelentes.,positivo,48,Dois anos,Economico,75.15,Não,BA,38,F,4,2024,2824.9266666666663,design moderno e funcionalidades excelentes,1
10749,2023-12-19,30,Mouse Gamer Razer,Informática,3,470.92,1412.76,Entregue,Cartão Crédito,5.0,Ótimo custo-benefício para o que oferece. Chegou bem embalado.,positivo,18,Dois anos,Normal,76.14,Não,RS,68,F,12,2023,3518.0675,otimo custobeneficio para o que oferece chegou bem embalado,1
10750,2023-04-28,147,Notebook Dell Inspiron,Eletrônicos,2,4713.3,9426.6,Entregue,Cartão Crédito,4.0,Entrega rápida e produto em perfeito estado.,positivo,3,Mensal,Normal,130.16,Não,SP,26,F,4,2023,5617.437142857142,entrega rapida e produto em perfeito estado,1
10751,2024-04-12,443,Notebook Dell Inspiron,Eletrônicos,2,4596.45,9192.9,Entregue,Cartão Crédito,3.0,Produto quebrou em poucos dias de uso. Chegou bem embalado.,negativo,24,Dois anos,Normal,93.44,Não,DF,42,F,4,2024,6417.883,produto quebrou em poucos dias de uso chegou bem embalado,0
10752,2023-03-14,305,Roteador TP-Link Archer,Informática,1,412.29,412.29,Entregue,Cartão Crédito,4.0,Compatível com todos os sistemas que testei. Recomendo muito!,positivo,18,Anual,Expresso,104.46,Não,SC,64,M,3,2023,3155.6428571428573,compativel com todos os sistemas que testei recomendo muito,1
10753,2023-05-07,237,Fogão 5 Bocas Electrolux,Eletrodomésticos,2,2029.47,4058.94,Entregue,PIX,3.0,Não atende às necessidades básicas. Entrega dentro do prazo.,negativo,48,Dois anos,Economico,75.15,Não,BA,38,F,5,2023,2824.9266666666663,nao atende as necessidades basicas entrega dentro do prazo,0
10754,2023-05-29,489,Cadeira Gamer,Móveis,2,1397.38,2794.76,Entregue,Cartão Crédito,4.0,Material durável e de boa procedência.,positivo,24,Anual,Economico,50.0,Não,DF,55,F,5,2023,2162.7650000000003,material duravel e de boa procedencia,1
10755,2023-08-26,459,Samsung Galaxy S23,Eletrônicos,1,5729.99,5729.99,Entregue,Cartão Crédito,1.0,"Péssima experiência, vou pedir reembolso. Recomendo muito!",negativo,18,Dois anos,Expresso,95.27,Não,PR,38,F,8,2023,3031.5699999999997,pessima experiencia vou pedir reembolso recomendo muito,0
10756,2023-02-13,466,Cadeira Gamer,Móveis,2,1157.54,2315.08,Entregue,Cartão Crédito,1.0,Produto instável após montagem. Excelente!,negativo,6,Mensal,Normal,88.9,Sim,MG,40,F,2,2023,2341.5033333333336,produto instavel apos montagem excelente,0
10757,2023-11-19,334,Nintendo Switch,Eletrônicos,1,2569.32,2569.32,Entregue,Cartão Crédito,2.0,"Anúncio enganoso, características diferentes do real. Atendimento correto.",negativo,1,Mensal,Normal,228.33,Sim,DF,44,F,11,2023,4087.69,anuncio enganoso caracteristicas diferentes do real atendimento correto,0
10758,2023-04-09,310,Impressora Multifuncional,Informática,2,795.52,1591.04,Entregue,Cartão Débito,3.0,"Material frágil, quebrou facilmente.",negativo,12,Anual,Normal,72.22,Não,PR,55,F,4,2023,1726.4633333333334,material fragil quebrou facilmente,0
10759,2024-05-17,78,Samsung Galaxy S23,Eletrônicos,1,4923.22,4923.22,Entregue,Cartão Crédito,2.0,"Produto de baixa qualidade, não recomendo. Com certeza compraria novamente.",negativo,24,Dois anos,Expresso,142.96,Não,RJ,34,M,5,2024,2234.5099999999998,produto de baixa qualidade nao recomendo com certeza compraria novamente,0
10760,2023-12-05,53,Cadeira Gamer,Móveis,3,1248.91,3746.7300000000005,Entregue,Cartão Crédito,1.0,Chegou com arranhões e amassados.,negativo,60,Anual,Normal,99.92,Não,PR,29,M,12,2023,6303.431111111111,chegou com arranhoes e amassados,0
10761,2023-06-18,176,Sofá 3 Lugares,Móveis,1,2813.92,2813.92,Entregue,Cartão Crédito,3.0,Cor diferente do anunciado.,negativo,6,Anual,Expresso,130.74,Não,RS,23,F,6,2023,21375.634,cor diferente do anunciado,0
10762,2023-10-14,259,Micro-ondas Panasonic,Eletrodomésticos,1,780.78,780.78,Pendente,PIX,,,negativo,18,Dois anos,Normal,64.54,Não,PR,27,F,10,2023,2095.9085714285716,,0
10763,2023-01-23,21,Smartwatch Apple Watch,Eletrônicos,2,3719.72,7439.44,Entregue,Cartão Crédito,4.0,"Vale cada centavo, recomendo muito. Atendimento correto.",positivo,48,Anual,Expresso,157.11,Não,PR,61,M,1,2023,6736.336249999999,vale cada centavo recomendo muito atendimento correto,1
10764,2023-07-22,225,SSD 1TB Kingston,Informática,2,441.02,882.04,Entregue,Cartão Crédito,1.0,Produto desatualizado para o preço cobrado. Atendimento correto.,negativo,60,Dois anos,Expresso,89.04,Não,SC,31,F,7,2023,5680.991,produto desatualizado para o preco cobrado atendimento correto,0
10765,2023-01-13,268,Máquina de Lavar Samsung,Eletrodomésticos,1,2934.36,2934.36,Entregue,PIX,5.0,Facilidade de uso e manutenção simples.,positivo,12,Anual,Expresso,114.15,Sim,BA,56,F,1,2023,1651.312,facilidade de uso e manutencao simples,1
10766,2023-03-14,187,Mouse Gamer Razer,Informática,1,506.95,506.95,Entregue,Cartão Crédito,3.0,Funcionalidades limitadas pelo preço cobrado. Recomendo muito!,negativo,6,Mensal,Expresso,148.12,Sim,MG,31,M,3,2023,1695.6942857142858,funcionalidades limitadas pelo preco cobrado recomendo muito,0
10767,2023-07-27,199,Webcam Logitech C920,Informática,3,522.29,1566.87,Entregue,Cartão Crédito,3.0,"Material frágil, quebrou facilmente. Com certeza compraria novamente.",negativo,18,Dois anos,Normal,119.75,Não,SC,24,M,7,2023,11253.00015,material fragil quebrou facilmente com certeza compraria novamente,0
10768,2024-06-26,174,Ar Condicionado 9000BTU,Eletrodomésticos,2,2112.77,4225.54,Entregue,Cartão Débito,2.0,Instalação complicada e mal explicada. Atendimento correto.,negativo,6,Mensal,Normal,151.51,Não,RJ,32,M,6,2024,19332.224,instalacao complicada e mal explicada atendimento correto,0
10769,2023-08-05,27,Cadeira Gamer,Móveis,1,1274.27,1274.27,Entregue,PIX,4.0,Conforto excelente para uso diário. Recomendo muito!,positivo,6,Mensal,Normal,174.71,Sim,DF,53,F,8,2023,3555.5385714285717,conforto excelente para uso diario recomendo muito,1
10770,2023-06-14,332,Teclado Mecânico Logitech,Informática,1,604.8,604.8,Entregue,PIX,2.0,Não é compatível com meu sistema operacional.,negativo,6,Mensal,Expresso,131.12,Sim,BA,51,F,6,2023,4596.5975,nao e compativel com meu sistema operacional,0
10771,2023-03-06,169,iPad Air,Eletrônicos,2,6561.25,13122.5,Entregue,PIX,2.0,"Atendimento péssimo, não resolveram meu problema. Entrega dentro do prazo.",negativo,12,Dois anos,Expresso,62.83,Não,SC,19,F,3,2023,7300.236666666667,atendimento pessimo nao resolveram meu problema entrega dentro do prazo,0
10772,2024-01-30,348,"Monitor 27"" Samsung",Informática,1,1796.83,1796.83,Entregue,Cartão Crédito,2.0,Aquecimento excessivo durante o uso.,negativo,6,Mensal,Normal,136.44,Não,SP,58,M,1,2024,1844.748,aquecimento excessivo durante o uso,0
10773,2023-08-28,130,Cama Box Casal,Móveis,3,2141.11,6423.33,Entregue,Cartão Crédito,1.0,"Material frágil, risco de quebra. Chegou bem embalado.",negativo,48,Anual,Economico,156.23,Sim,DF,50,M,8,2023,4329.878,material fragil risco de quebra chegou bem embalado,0
10774,2023-07-17,337,Máquina de Lavar Samsung,Eletrodomésticos,3,2804.55,8413.650000000001,Entregue,Cartão Crédito,3.0,Barulho excessivo durante o funcionamento. Recomendo muito!,negativo,12,Anual,Normal,200.21,Não,MG,28,F,7,2023,3584.383333333333,barulho excessivo durante o funcionamento recomendo muito,0
10775,2024-03-06,77,Teclado Mecânico Logitech,Informática,1,782.97,782.97,Entregue,Cartão Crédito,2.0,Não corresponde às especificações técnicas.,negativo,18,Anual,Expresso,130.81,Não,BA,47,F,3,2024,3339.6200000000003,nao corresponde as especificacoes tecnicas,0
10776,2024-05-12,299,Ar Condicionado 9000BTU,Eletrodomésticos,1,2305.5,2305.5,Entregue,Cartão Débito,1.0,Consumo de energia muito alto. Atendimento correto.,negativo,12,Anual,Normal,131.65,Não,MG,59,F,5,2024,2891.228888888889,consumo de energia muito alto atendimento correto,0
10777,2023-08-27,470,Mouse Gamer Razer,Informática,1,523.84,523.84,Entregue,Cartão Crédito,4.0,"Periférico de alta qualidade, muito eficiente. Com certeza compraria novamente.",positivo,18,Anual,Normal,105.44,Não,SC,67,M,8,2023,1906.75,periferico de alta qualidade muito eficiente com certeza compraria novamente,1
10778,2024-02-21,496,Micro-ondas Panasonic,Eletrodomésticos,2,806.5,1613.0,Entregue,PIX,1.0,Consumo de energia muito alto. Chegou bem embalado.,negativo,3,Mensal,Normal,205.53,Sim,SP,69,F,2,2024,3198.931666666667,consumo de energia muito alto chegou bem embalado,0
10780,2024-03-24,305,Sofá 3 Lugares,Móveis,1,2993.4,2993.4,Entregue,Boleto,1.0,Cor diferente do anunciado.,negativo,18,Anual,Expresso,104.46,Não,SC,64,M,3,2024,3155.6428571428573,cor diferente do anunciado,0
10781,2023-11-12,159,Geladeira Brastemp,Eletrodomésticos,1,4390.74,4390.74,Entregue,PIX,,,negativo,24,Anual,Expresso,143.11,Sim,RS,67,F,11,2023,3265.226666666667,,0
10782,2023-05-25,330,Cadeira Gamer,Móveis,1,1272.81,1272.81,Entregue,PIX,4.0,Conforto excelente para uso diário.,positivo,60,Anual,Normal,129.9,Sim,PR,40,M,5,2023,1921.5966666666666,conforto excelente para uso diario,1
10783,2024-03-19,417,"Smart TV 55"" LG",Eletrônicos,2,3708.47,7416.94,Entregue,Cartão Crédito,4.0,Melhor custo-benefício do mercado. Excelente!,positivo,6,Mensal,Expresso,173.91,Sim,PR,45,F,3,2024,4783.362857142857,melhor custobeneficio do mercado excelente,1
10784,2023-06-27,360,Estante de Livros,Móveis,2,805.0,1610.0,Entregue,Cartão Débito,3.0,"Material frágil, risco de quebra. Atendimento correto.",negativo,12,Anual,Normal,138.92,Não,SC,28,F,6,2023,5706.4077777777775,material fragil risco de quebra atendimento correto,0
10785,2023-09-04,351,Roteador TP-Link Archer,Informática,1,339.8,339.8,Entregue,Boleto,2.0,Aquecimento excessivo durante o uso.,negativo,24,Anual,Normal,131.77,Sim,BA,48,M,9,2023,3722.568333333333,aquecimento excessivo durante o uso,0
10786,2023-03-06,331,Ar Condicionado 9000BTU,Eletrodomésticos,1,2081.67,2081.67,Entregue,Cartão Crédito,1.0,Barulho excessivo durante o funcionamento. Entrega dentro do prazo.,negativo,6,Mensal,Expresso,143.27,Sim,RS,28,F,3,2023,2913.8900000000003,barulho excessivo durante o funcionamento entrega dentro do prazo,0
10787,2024-04-20,261,Mouse Gamer Razer,Informática,1,530.42,530.42,Entregue,Cartão Crédito,2.0,Aquecimento excessivo durante o uso. Excelente!,negativo,1,Mensal,Normal,232.46,Sim,RJ,36,M,4,2024,2733.0116666666668,aquecimento excessivo durante o uso excelente,0
10788,2023-03-02,186,Caixa de Som JBL,Eletrônicos,1,964.19,964.19,Entregue,Cartão Crédito,1.0,"Atendimento péssimo, não resolveram meu problema. Entrega dentro do prazo.",negativo,12,Anual,Normal,115.81,Não,RJ,52,F,3,2023,5371.9087500000005,atendimento pessimo nao resolveram meu problema entrega dentro do prazo,0
10789,2023-08-25,487,Nintendo Switch,Eletrônicos,1,2167.1,2167.1,Entregue,Boleto,4.0,"Funciona perfeitamente, muito satisfeito com a compra. Atendimento correto.",positivo,12,Dois anos,Economico,101.07,Não,RS,43,F,8,2023,9530.141666666668,funciona perfeitamente muito satisfeito com a compra atendimento correto,1
10790,2024-04-17,486,Mesa de Jantar 6 Lugares,Móveis,1,1616.04,1616.04,Pendente,Cartão Crédito,,,negativo,18,Anual,Normal,179.61,Sim,BA,21,M,4,2024,3074.684,,0
10791,2024-01-18,99,Smartwatch Apple Watch,Eletrônicos,1,3908.82,3908.82,Entregue,Cartão Crédito,5.0,"Chegou antes do prazo, muito feliz com a aquisição. Atendimento correto.",positivo,12,Anual,Economico,156.04,Não,SC,49,M,1,2024,80323.54,chegou antes do prazo muito feliz com a aquisicao atendimento correto,1
10792,2023-04-25,80,Notebook Dell Inspiron,Eletrônicos,1,4373.02,4373.02,Entregue,Cartão Crédito,5.0,Entrega rápida e produto em perfeito estado.,positivo,3,Mensal,Expresso,92.35,Sim,DF,21,M,4,2023,4862.982857142858,entrega rapida e produto em perfeito estado,1
